"V0","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53"
"2283"," 3.951956e+01","-1.197238e+02","NV","1619","55","5177","5095","2174","1488","3613","1226","5211","5551","2278","3441","4416","760","755","576","353","762","1269","1489","534","53","4614","2165","5179","5549","2282","5761","606","133","1612","4663","5205","5097","3437","4089","56","3129","1512","1270","134","535","3440","3499","579","2039","5206","5441","5178","4019"
"2284"," 3.951963e+01","-1.197238e+02","NV","133","5716","353","56","5177","1612","1269","534","2173","1489","4088","605","55","1619","760","2031","2177","4665","4019","2037","1226","756","5095","1512","5715","2899","3669","2841","5555","5098","5205","1613","53","2278","3614","4614","5713","4616","1753","369","4615","2286","1876","5551","2287","579","5099","5212","1923","49"
"2285"," 3.951971e+01","-1.197239e+02","NV","1512","5716","369","4615","5711","353","5213","5098","1612","5441","5549","2172","4019","5206","761","55","5099","756","1347","2279","2037","4416","5211","50","1619","1488","5207","579","4211","4665","53","134","1269","535","5717","5281","1486","1072","5551","1876","3613","3129","1923","2286","2899","2287","759","1877","5584","4018"
"2286"," 3.951980e+01","-1.197239e+02","NV","5207","1269","1072","1878","5441","5555","55","4019","2171","353","1923","534","3613","5097","759","5212","5551","2172","1876","5213","2037","134","5711","535","5098","755","3669","5205","53","1226","5211","2899","1619","2176","5177","2174","1924","5178","760","3129","2278","5100","5964","2287","3505","4665","5549","5099","1485","1486"
"2287"," 3.951988e+01","-1.197238e+02","NV","55","5207","5095","3613","534","2278","5549","1619","5761","2899","5441","4665","5209","760","4018","603","2173","5213","1923","5281","5212","4664","2037","4019","4615","2286","5715","1269","578","56","756","1488","353","4614","5100","53","1612","2285","2841","5964","5177","4199","1486","1924","5097","4416","5553","133","2279","4089"
"2288"," 3.366360e+01","-1.119199e+02","APS","1426","4649","1427","5473","3019","1470","4507","1428","1352","1467","17","3016","1031","1510","4646","662","1353","668","3015","227","20","22","4504","3012","664","1358","228","1356","666","1506","2634","1424","5020","1357","4651","1360","5469","4645","5470","2636","16","667","4652","1354","1468","1633","1631","3014","4647","1608"
"2289"," 3.366360e+01","-1.119200e+02","APS","668","2636","17","5019","4648","1424","1465","1430","5470","1506","666","3017","22","4649","1426","4647","1463","224","3016","663","4646","225","5472","2288","1425","4645","2634","1466","5475","5474","661","4503","1360","665","4651","1352","19","1423","20","1507","1031","4504","3012","1604","1510","1361","3837","228","223","1633"
"2290"," 3.937056e+01","-1.216879e+02","CA","1422","5695","3588","1815","2113","5694","5693","5116","1478","2300","4520","4930","3589","4931","4521","5895","2111","2876","5894","1248","1247","2112","278","1246","2703","2341","123","2340","898","4145","4130","4147","4131","4146","5921","2850","3765","2006","488","489","2117","146","5930","1771","935","5696","2313","3186","3185","4686"
"2291"," 4.230100e+01","-1.229108e+02","PACW","586","585","4688","3696","709","4655","355","4515","495","3877","5387","4191","2583","4310","4687","5431","3375","3597","1499","1617","5904","5386","4078","4328","4320","3373","4788","556","6039","5903","4852","2555","1397","2000","5218","5596","378","354","5886","5595","4595","204","2205","4166","2705","2905","1803","4621","4789","4610"
"2292"," 3.527000e+01","-1.188700e+02","CA","4262","4893","2459","2458","5667","2512","4513","3637","3222","3639","1034","5411","3147","4261","1969","386","5412","1036","1968","1703","2511","385","5034","7","2510","2716","4511","5033","2922","3558","2715","3148","3638","3044","3149","2923","414","4512","5030","3557","2714","3556","3043","2717","4542","5084","5085","5028","5031","4064"
"2293"," 4.058477e+01","-1.120989e+02","PACE","1142","3956","2425","5508","3957","282","5507","5306","3955","2812","5305","2294","281","2295","714","287","2524","2523","350","2943","351","883","1616","3136","4518","5008","1399","5007","4194","2648","1","4947","4317","110","1438","4769","1491","3132","5691","639","4404","5504","109","5865","3140","4195","4713","5505","4770","5663"
"2294"," 4.058469e+01","-1.120988e+02","PACE","5306","3957","2524","3956","1142","5507","287","2425","2293","3955","2812","5305","5508","2295","281","2523","282","2943","4518","1","110","714","4194","420","5505","5691","5504","4404","5865","1491","639","1438","883","1399","4317","5101","5690","2648","4947","109","3472","1439","14","4713","5956","1532","5503","5663","4405","4965"
"2295"," 4.058469e+01","-1.120990e+02","PACE","3956","287","1142","2812","3957","2425","5305","5508","2524","2293","3955","2943","2294","5507","2523","5306","282","281","110","4194","714","4947","639","5865","883","1399","420","1","4317","4714","4518","5505","5691","1438","5663","4404","2648","4965","5956","350","5690","1532","5101","4946","14","1491","2","5864","4977","1492"
"2296"," 3.971617e+01","-1.215210e+02","CA","923","3618","156","550","2560","1176","4267","5147","5146","5145","5148","4216","4268","4217","2793","2792","4213","4212","3299","3298","3297","5115","1480","4215","4214","5383","5381","5382","5384","4207","4210","4209","4208","702","2732","2217","2216","2731","2215","234","3491","3827","3489","233","3826","3830","3314","3226","1753","3656"
"2297"," 3.787167e+01","-1.222725e+02","CA","2697","3911","4232","4845","5721","1857","1955","4683","6126","3325","5722","2700","6010","5433","5434","2698","3767","4337","2489","6011","4411","3912","4222","2701","2488","4413","4231","3862","348","4409","6106","5426","5432","4684","2699","1761","3861","5685","5435","5370","3769","2794","1856","4410","6105","4412","3768","1109","1814","1415"
"2298"," 4.709111e+01","-1.230119e+02","PSE","2406","4313","465","5299","3896","1378","892","5396","5682","532","4941","1137","2248","2539","887","4424","2247","1882","5445","6096","2885","4396","1704","4246","2733","5801","1476","728","4235","5290","3143","3989","894","5348","2416","2316","729","1141","4015","5464","299","5103","5446","893","896","5557","4091","506","4312","5300"
"2299"," 4.506290e+01","-1.236090e+02","PGE","2660","5851","5004","3305","4697","3214","4993","4407","1282","4030","4991","3790","1970","3058","2652","5757","5196","548","5232","3636","5968","4992","3350","3792","3333","1316","3967","5571","1409","5848","2494","2256","3307","2961","5611","5666","3616","5668","3969","592","1043","2508","2866","5850","5233","1050","3306","1726","131","85"
"2300"," 3.905222e+01","-1.216925e+02","CA","4521","4930","3588","278","4931","2112","4520","2341","3589","2340","2703","5116","2290","4130","4131","1422","2113","3765","488","1815","5695","2006","5694","5693","489","1478","5930","2313","5895","2876","5894","2111","1247","1248","1246","123","898","4145","4147","5921","4146","1444","2850","2117","3150","146","1771","935","2462","2463"
"2301"," 3.905278e+01","-1.216958e+02","CA","4189","3708","3709","643","642","3986","3988","3987","5094","573","167","910","911","572","5558","2653","2376","3983","1804","1037","4461","4460","2363","2017","2364","2109","283","444","4069","1762","4703","1763","1152","2542","1151","1150","3463","3156","5359","5357","5358","3805","2844","2843","3806","2842","86","583","5015","912"
"2302"," 3.280456e+01","-1.169209e+02","CA","340","339","511","2896","2894","3610","2895","3944","1800","5753","1181","1182","1799","1798","4493","4760","4555","4758","4492","888","891","4759","889","890","5809","5810","284","4704","3927","3928","4705","4706","4707","3929","3930","1746","741","743","174","1745","744","742","1802","3564","64","72","3563","4294","63","71"
"2303"," 3.695214e+01","-1.217602e+02","CA","3654","1306","1307","4796","3370","2988","2304","266","2551","4986","2367","3369","443","2991","2552","4984","2361","2987","4985","2989","3707","3367","4721","2990","2305","3573","1391","4722","4445","4988","3371","2362","285","1390","1149","3368","2366","4987","4989","2606","1865","2992","3549","1920","267","1864","5060","5286","4223","5113"
"2304"," 3.695206e+01","-1.217601e+02","CA","3370","3369","4985","2987","4986","4796","285","4989","1307","3654","3368","2990","3371","3367","2361","2552","2991","2992","4445","1390","2709","2551","3707","4984","443","4722","1306","1864","2989","2303","2366","2988","1865","4987","4721","267","2367","1920","1149","2305","2362","266","3573","2606","2607","5113","5287","3549","5288","1391"
"2305"," 3.695206e+01","-1.217602e+02","CA","285","3369","4796","443","3370","266","2989","2992","4989","2988","2304","4987","3371","4986","4984","2552","2303","1306","2366","1391","2362","1307","2987","3367","4988","4223","3654","2607","3368","1390","4985","2367","2990","2551","2991","3707","1919","2361","3573","4722","5113","2709","5286","3646","267","3549","2606","4445","1865","1864"
"2306"," 3.606896e+01","-1.150816e+02","NV","4308","4352","87","5812","683","4659","995","735","2966","3762","3821","142","3029","4920","111","4955","4715","3761","4096","993","4975","3289","2073","897","4689","1119","5111","3954","1002","5496","4309","733","4717","3194","5112","88","5950","3290","1208","1450","4718","981","2308","5573","3487","89","985","978","3288","4097"
"2307"," 3.606888e+01","-1.150815e+02","NV","4689","4032","736","1395","87","142","735","3194","5111","978","3820","993","3763","3734","733","4152","3029","5948","2464","4097","981","994","2465","6048","5393","4691","3209","5949","3288","5109","4693","1362","2150","4717","5133","5255","5718","5947","3455","2308","1895","3289","4718","683","988","4994","4352","4659","2472","991"
"2308"," 3.606888e+01","-1.150817e+02","NV","1896","5947","4975","1456","5948","111","733","4152","4308","5949","3644","4715","3029","993","5950","1362","1003","5813","3762","992","88","142","3289","4659","2397","3761","5500","4309","990","1742","5255","736","735","2306","985","997","3933","3210","3290","1394","1744","5495","87","4032","2472","3643","995","2464","1200","1002"
"2309"," 4.078352e+01","-1.120051e+02","PACE","4619","5173","13","4620","4940","4607","1757","5114","2310","4494","1636","3311","2875","5821","6058","3191","6056","3749","850","3583","2066","6059","4834","3271","4964","1387","5823","8","1364","723","2581","6004","5820","3750","12","3958","2065","2878","4517","4471","3839","2064","2063","3728","2553","906","4538","4495","3380","4966"
"2310"," 4.078344e+01","-1.120051e+02","PACE","5821","723","13","5173","2878","2064","4978","4495","5820","4517","4619","4940","906","2875","2309","5114","2065","3583","6056","1364","5823","4964","4471","4979","3191","2758","851","8","3728","2311","4620","6003","1122","4494","2813","4302","4700","2757","5423","1686","719","6057","5822","3839","1757","3838","2066","2063","1387","3585"
"2311"," 4.078344e+01","-1.120052e+02","PACE","13","4619","4471","2757","4959","2065","12","4940","5114","2064","1364","5294","3311","3231","4843","4607","2553","2059","4082","260","3191","6056","4538","2067","6057","2066","2381","4620","4700","4495","2531","1387","5420","2063","719","2380","5423","3585","3586","4494","5335","8","4472","1939","2806","6058","3582","3750","6059","5025"
"2312"," 3.700313e+01","-1.215380e+02","CA","1483","2723","2414","1381","6036","1382","5185","2190","3667","3057","2189","568","1933","2009","1935","2010","4286","5186","1934","2151","2008","3055","3056","3575","1936","3785","1932","4498","6124","6037","4496","4497","6123","1688","5660","2722","5343","4406","5198","5184","6035","2865","5344","5837","3919","3232","5346","150","5825","3233"
"2313"," 3.920951e+01","-1.210610e+02","CA","2006","5930","489","488","1444","3765","2341","4131","3150","4130","2703","2112","2340","278","2462","2461","4931","2463","2300","4930","2460","4520","4521","3588","3589","5116","2290","1422","1815","2113","5694","5693","5695","1271","1272","1273","1478","1900","5895","5894","2876","2111","1247","1248","4458","1246","4459","4888","4456","4182"
"2314"," 3.630715e+01","-1.151880e+02","NV","2465","5829","4659","5415","4150","4939","4149","4601","3144","2150","1979","5932","1544","4937","3645","3644","3890","4469","1978","3287","4151","1367","4936","3591","2578","5500","5111","4274","4717","1368","4956","692","1859","113","4715","4716","356","5313","5499","2474","154","2101","4316","4887","4417","4422","3189","5827","5132","2469"
"2315"," 3.630715e+01","-1.151882e+02","NV","337","2222","5941","798","1988","3296","3872","3746","4926","2763","2281","5017","2154","1977","1976","4573","1490","2994","3842","4948","2194","1089","825","828","4835","4381","3745","4439","721","557","877","2603","4058","4968","5939","2468","2996","5032","669","3841","4325","1795","753","2632","876","3170","4790","5569","1844","1209"
"2316"," 4.714806e+01","-1.225478e+02","PSE","2247","2539","6096","3896","1882","5300","4015","1378","896","894","2733","5299","2406","3594","4396","887","3188","2885","3524","4424","4091","2011","506","1320","895","5996","892","5446","5290","611","729","4292","532","1550","2298","5396","1137","1245","4235","5348","4353","5445","769","2248","728","4312","507","3300","5800","4251"
"2317"," 3.355663e+01","-1.120562e+02","APS","3990","3358","1846","4105","3530","3992","1785","4772","178","3108","1293","1289","1681","5534","1845","947","3991","4002","4000","1291","5485","3995","3532","3050","2319","5537","952","1786","177","2504","5483","946","4001","1991","5781","656","1788","6086","4775","2321","6089","5538","1683","3109","1682","951","948","1678","2141","5783"
"2318"," 3.355655e+01","-1.120561e+02","APS","1681","4776","873","6085","1289","3995","3532","844","3990","5538","3528","3458","178","1294","951","2321","841","4772","3109","3080","5483","4106","5780","1290","1846","807","3903","4002","1788","3457","1783","805","4105","1293","872","843","658","5783","1785","1989","804","1680","3076","5277","5535","5540","4775","3077","3993","4001"
